Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170103201503695.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170103201812887.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170105183441000.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170105184107718.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170109212458403.jpg.chip.jpg', 'white', 'white', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170109213247084.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170112231655238.jpg.chip.jpg', 'white', 'black', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170116163837603.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\19_1_0_20170116201120465.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161219162630727.jpg.chip.jpg', 'white', 'black', '<80', 78.10231447219849)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161219205145821.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161219205817093.jpg.chip.jpg', 'white', 'white', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161219210307125.jpg.chip.jpg', 'white', 'asian', '>=80', 99.70458149909973)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161220201355210.jpg.chip.jpg', 'white', 'white', '>=80', 80.45234084129333)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20161220223221043.jpg.chip.jpg', 'white', 'white', '>=80', 92.17380285263062)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170103210415090.jpg.chip.jpg', 'white', 'white', '>=80', 98.29913377761841)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109191453449.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109191725028.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109192836519.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109194120301.jpg.chip.jpg', 'white', 'white', '>=80', 99.93165731430054)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109194232519.jpg.chip.jpg', 'white', 'white', '>=80', 99.99850988388062)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109194350047.jpg.chip.jpg', 'white', 'white', '>=80', 98.0703353881836)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170109194450082.jpg.chip.jpg', 'white', 'white', '>=80', 99.99933242797852)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110211517802.jpg.chip.jpg', 'white', 'white', '>=80', 99.99947547912598)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110212552670.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110212603790.jpg.chip.jpg', 'white', 'white', '>=80', 99.99983310699463)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110212624891.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110212759695.jpg.chip.jpg', 'white', 'white', '>=80', 99.71381425857544)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213006580.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213013468.jpg.chip.jpg', 'white', 'white', '>=80', 99.99548196792603)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213138878.jpg.chip.jpg', 'white', 'white', '>=80', 99.94452595710754)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213206043.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213327766.jpg.chip.jpg', 'white', 'white', '>=80', 99.99979734420776)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213438385.jpg.chip.jpg', 'white', 'asian', '<80', 60.18451452255249)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213511942.jpg.chip.jpg', 'white', 'white', '<80', 78.0878484249115)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_0_0_20170110213517302.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219154510229.jpg.chip.jpg', 'white', 'asian', '>=80', 98.01299571990967)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219155714349.jpg.chip.jpg', 'white', 'asian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219190725427.jpg.chip.jpg', 'white', 'white', '>=80', 99.99982118606567)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219201324636.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219203420685.jpg.chip.jpg', 'white', 'indian', '>=80', 98.23935031890869)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161219205534526.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20161220220141090.jpg.chip.jpg', 'white', 'white', '<80', 67.61045455932617)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190455518.jpg.chip.jpg', 'white', 'indian', '<80', 56.05509281158447)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190534438.jpg.chip.jpg', 'white', 'others', '>=80', 96.52409553527832)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190543118.jpg.chip.jpg', 'white', 'white', '>=80', 99.99973773956299)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190724839.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190810090.jpg.chip.jpg', 'white', 'white', '>=80', 99.99992847442627)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190818115.jpg.chip.jpg', 'white', 'asian', '>=80', 99.35325384140015)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190843285.jpg.chip.jpg', 'white', 'asian', '>=80', 98.94484281539917)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109190925628.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109191000191.jpg.chip.jpg', 'white', 'white', '>=80', 99.977046251297)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109191027883.jpg.chip.jpg', 'white', 'white', '>=80', 99.99868869781494)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109191212799.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109191440780.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109191640395.jpg.chip.jpg', 'white', 'asian', '<80', 59.169960021972656)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109192442932.jpg.chip.jpg', 'white', 'white', '>=80', 99.99843835830688)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109192752097.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109193022683.jpg.chip.jpg', 'white', 'asian', '<80', 78.2111406326294)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109194146279.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109194413813.jpg.chip.jpg', 'white', 'white', '>=80', 99.99346733093262)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109194452834.jpg.chip.jpg', 'white', 'white', '>=80', 99.75232481956482)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109194458191.jpg.chip.jpg', 'white', 'white', '>=80', 99.96446371078491)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170109194642759.jpg.chip.jpg', 'white', 'white', '<80', 73.53677749633789)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\1_1_0_20170110212607474.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170104230042553.jpg.chip.jpg', 'white', 'white', '>=80', 99.99923706054688)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170104230051977.jpg.chip.jpg', 'white', 'indian', '>=80', 99.94932413101196)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170117114905086.jpg.chip.jpg', 'white', 'white', '>=80', 98.18284511566162)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170117140133828.jpg.chip.jpg', 'white', 'white', '>=80', 99.93964433670044)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170117140842001.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_0_0_20170120133527581.jpg.chip.jpg', 'white', 'white', '>=80', 96.97545766830444)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170103175629504.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170103175634288.jpg.chip.jpg', 'white', 'white', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170103175636647.jpg.chip.jpg', 'white', 'white', '>=80', 99.99727010726929)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170104020801388.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170104021334149.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170109213411083.jpg.chip.jpg', 'white', 'white', '>=80', 99.99550580978394)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170109213459975.jpg.chip.jpg', 'white', 'white', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170109214040024.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170109214618635.jpg.chip.jpg', 'white', 'black', '<80', 56.80537223815918)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170113005610158.jpg.chip.jpg', 'white', 'others', '>=80', 99.95222091674805)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170114031424981.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170116212316301.jpg.chip.jpg', 'white', 'white', '>=80', 99.99991655349731)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170117141220570.jpg.chip.jpg', 'white', 'indian', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170117171624989.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170117183640921.jpg.chip.jpg', 'white', 'black', '>=80', 99.99967813491821)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\20_1_0_20170117192327053.jpg.chip.jpg', 'white', 'others', '<80', 57.45430588722229)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170104230057120.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170110232137372.jpg.chip.jpg', 'white', 'white', '>=80', 99.95768666267395)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170116215444801.jpg.chip.jpg', 'white', 'asian', '>=80', 95.49677968025208)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170116215656696.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170117141432129.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170117142012992.jpg.chip.jpg', 'white', 'white', '>=80', 99.99493360519409)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_0_0_20170120134243735.jpg.chip.jpg', 'white', 'white', '>=80', 87.01499104499817)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170105183508735.jpg.chip.jpg', 'white', 'white', '>=80', 99.99006986618042)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170109213123896.jpg.chip.jpg', 'white', 'white', '>=80', 97.4125325679779)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170111182452742.jpg.chip.jpg', 'white', 'black', '>=80', 98.70868921279907)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170112233608086.jpg.chip.jpg', 'white', 'white', '>=80', 99.98940229415894)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170112233610183.jpg.chip.jpg', 'white', 'white', '>=80', 99.99651908874512)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170114032157249.jpg.chip.jpg', 'white', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170116205856338.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117142326768.jpg.chip.jpg', 'white', 'black', '>=80', 99.42653775215149)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117142338224.jpg.chip.jpg', 'white', 'white', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117142341545.jpg.chip.jpg', 'white', 'others', '<80', 64.14932012557983)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117142612442.jpg.chip.jpg', 'white', 'indian', '>=80', 99.99886751174927)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117142653808.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\21_1_0_20170117193748045.jpg.chip.jpg', 'white', 'white', '>=80', 99.98486042022705)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170104230045815.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170117134653966.jpg.chip.jpg', 'white', 'white', '<80', 50.98047852516174)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170117135052479.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170117140116351.jpg.chip.jpg', 'white', 'indian', '>=80', 80.09043335914612)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170117193916436.jpg.chip.jpg', 'white', 'white', '>=80', 88.84662985801697)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_0_0_20170119151204830.jpg.chip.jpg', 'white', 'white', '>=80', 99.99711513519287)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170103180211110.jpg.chip.jpg', 'white', 'white', '>=80', 99.9991774559021)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170104021327948.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170105183534558.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170105184130182.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170112192312350.jpg.chip.jpg', 'white', 'black', '>=80', 99.62041974067688)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170112233734192.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170113182819149.jpg.chip.jpg', 'white', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170114033329650.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170116220644040.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170117141131710.jpg.chip.jpg', 'white', 'others', '<80', 53.96467447280884)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170117171049498.jpg.chip.jpg', 'white', 'white', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\22_1_0_20170117193908380.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_0_0_20170113210319753.jpg.chip.jpg', 'white', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_0_0_20170116221005536.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_0_0_20170116221722978.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_0_0_20170117144111812.jpg.chip.jpg', 'white', 'indian', '<80', 77.8528094291687)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_0_0_20170117144545593.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170103163120968.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170103180035647.jpg.chip.jpg', 'white', 'white', '>=80', 99.99922513961792)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170103180412080.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170103180451856.jpg.chip.jpg', 'white', 'white', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170104020712460.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170105002627948.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170105183727831.jpg.chip.jpg', 'white', 'white', '>=80', 99.98292922973633)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170112234027666.jpg.chip.jpg', 'white', 'black', '>=80', 99.99383687973022)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170112234220808.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170112234313416.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170112234315344.jpg.chip.jpg', 'white', 'indian', '>=80', 99.72611665725708)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170116201840541.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170116221811019.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170117144812555.jpg.chip.jpg', 'white', 'others', '>=80', 90.41189551353455)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170117144933457.jpg.chip.jpg', 'white', 'white', '>=80', 99.44937825202942)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170117145105755.jpg.chip.jpg', 'white', 'white', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\23_1_0_20170117171803722.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170104230108767.jpg.chip.jpg', 'white', 'indian', '<80', 74.47465658187866)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170104230201657.jpg.chip.jpg', 'white', 'others', '>=80', 99.695885181427)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170113142022092.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170113210127140.jpg.chip.jpg', 'white', 'white', '>=80', 97.67038822174072)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170114030346768.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170115230945548.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170116201407910.jpg.chip.jpg', 'white', 'asian', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170116204032263.jpg.chip.jpg', 'white', 'black', '>=80', 93.93908381462097)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170116214204433.jpg.chip.jpg', 'white', 'white', '>=80', 99.99977350234985)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170116221926893.jpg.chip.jpg', 'white', 'white', '>=80', 99.99990463256836)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117003314278.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117140958984.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117145910325.jpg.chip.jpg', 'white', 'white', '>=80', 96.61750197410583)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117150015076.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117150146771.jpg.chip.jpg', 'white', 'white', '>=80', 99.56467747688293)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117150336900.jpg.chip.jpg', 'white', 'indian', '<80', 58.39654207229614)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170117204449297.jpg.chip.jpg', 'white', 'others', '<80', 50.79032778739929)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_0_0_20170119152257171.jpg.chip.jpg', 'white', 'white', '<80', 55.31328320503235)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_1_0_20170103180557248.jpg.chip.jpg', 'white', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\24_1_0_20170103180625656.jpg.chip.jpg', 'white', 'white', '>=80', 99.95532631874084)
